code,description,type,parent,is_billable,icd9_equiv
O44.1,Placenta previa con emorragia,cat 4,O44,0,ND
O44.10,"Placenta previa con emorragia, condizione o complicazione anteparto",cat 5,O44.1,1,641.13
O44.12,"Placenta previa con emorragia, parto, con o senza menzione della condizione anteparto",cat 5,O44.1,1,641.11
O44.19,"Placenta previa con emorragia, episodio di cura non specificato",cat 5,O44.1,1,641.10
O45,Distacco prematuro di placenta [abruptio placentae],cat 3,O30-O48,0,ND
O45.0,Distacco prematuro di placenta con difetto di coagulazione,cat 4,O45,0,ND
O45.00,"Distacco prematuro di placenta con difetto di coagulazione, condizione o complicazione anteparto",cat 5,O45.0,1,641.23
O45.02,"Distacco prematuro di placenta con difetto di coagulazione, parto, con o senza menzione della condizione anteparto",cat 5,O45.0,1,641.21
O45.09,"Distacco prematuro di placenta con difetto di coagulazione, episodio di cura non specificato",cat 5,O45.0,1,641.20
O45.8,Altro distacco prematuro di placenta,cat 4,O45,0,ND
O45.80,"Altro distacco prematuro di placenta, condizione o complicazione anteparto",cat 5,O45.8,1,641.23
O45.82,"Altro distacco prematuro di placenta, parto, con o senza menzione della condizione anteparto",cat 5,O45.8,1,641.21
O45.89,"Altro distacco prematuro di placenta, episodio di cura non specificato",cat 5,O45.8,1,641.20
O45.9,"Distacco prematuro di placenta, non specificato",cat 4,O45,0,ND
O45.90,"Distacco prematuro di placenta, non specificato, condizione o complicazione anteparto",cat 5,O45.9,1,641.23
O45.92,"Distacco prematuro di placenta, non specificato, parto, con o senza menzione della condizione anteparto",cat 5,O45.9,1,641.21
O45.99,"Distacco prematuro di placenta, non specificato, episodio di cura non specificato",cat 5,O45.9,1,641.20
O46,"Emorragia anteparto, non classificata altrove",cat 3,O30-O48,0,ND
O46.0,Emorragia anteparto con difetto di coagulazione,cat 4,O46,0,ND
O46.00,"Emorragia anteparto con difetto di coagulazione, condizione o complicazione anteparto",cat 5,O46.0,1,641.33
O46.02,"Emorragia anteparto con difetto di coagulazione, parto, con o senza menzione della condizione anteparto",cat 5,O46.0,1,641.31
O46.09,"Emorragia anteparto con difetto di coagulazione, episodio di cura non specificato",cat 5,O46.0,1,641.30
O46.8,Altra emorragia anteparto,cat 4,O46,0,ND
O46.80,"Altra emorragia anteparto, condizione o complicazione anteparto",cat 5,O46.8,1,641.83
O46.82,"Altra emorragia anteparto, parto, con o senza menzione della condizione anteparto",cat 5,O46.8,1,641.81
O46.89,"Altra emorragia anteparto, episodio di cura non specificato",cat 5,O46.8,1,641.80
O46.9,"Emorragia anteparto, non specificata",cat 4,O46,0,ND
O46.90,"Emorragia anteparto, non specificata, condizione o complicazione anteparto",cat 5,O46.9,1,641.93
O46.92,"Emorragia anteparto, non specificata, parto, con o senza menzione della condizione anteparto",cat 5,O46.9,1,641.91
O46.99,"Emorragia anteparto, non specificata, episodio di cura non specificato",cat 5,O46.9,1,641.90
O47,Falso travaglio di parto,cat 3,O30-O48,0,ND
O47.0,Falso travaglio di parto prima di 37 settimane complete di gestazione,cat 4,O47,1,644.13
O47.1,Falso travaglio di parto a 37 o più settimane complete di gestazione,cat 4,O47,1,644.13
O47.9,"Falso travaglio di parto, non specificato",cat 4,O47,1,644.10
O48,Gravidanza prolungata,cat 3,O30-O48,0,ND
O48.0,"Gravidanza prolungata, condizione o complicazione anteparto",cat 4,O48,1,645.13
O48.2,"Gravidanza prolungata, parto, con o senza menzione della condizione anteparto",cat 4,O48,1,645.11
O48.9,"Gravidanza prolungata, episodio di cura non specificato",cat 4,O48,1,645.20
O60-O75,Complicanze del travaglio e del parto,block,XV,0,ND
O60,Travaglio e parto pretermine,cat 3,O60-O75,0,ND
O60.0,Travaglio pretermine senza parto,cat 4,O60,0,ND
O60.00,"Travaglio pretermine senza parto, condizione o complicazione anteparto",cat 5,O60.0,1,644.03
O60.09,"Travaglio pretermine senza parto, episodio di cura non specificato",cat 5,O60.0,1,644.00
O60.1,Travaglio pretermine spontaneo con parto pretermine,cat 4,O60,0,ND
O60.12,"Travaglio pretermine spontaneo con parto pretermine, parto, con o senza menzione della condizione anteparto",cat 5,O60.1,1,644.21
O60.19,"Travaglio pretermine spontaneo con parto pretermine, episodio di cura non specificato",cat 5,O60.1,1,644.20
O60.2,Travaglio pretermine spontaneo con parto a termine,cat 4,O60,0,ND
O60.22,"Travaglio pretermine spontaneo con parto a termine, parto, con o senza menzione della condizione anteparto",cat 5,O60.2,1,644.21
O60.29,"Travaglio pretermine spontaneo con parto a termine, episodio di cura non specificato",cat 5,O60.2,1,644.20
O60.3,Parto pretermine senza travaglio spontaneo,cat 4,O60,0,ND
O60.32,"Parto pretermine senza travaglio spontaneo, parto, con o senza menzione della condizione anteparto",cat 5,O60.3,1,644.21
O60.39,"Parto pretermine senza travaglio spontaneo, episodio di cura non specificato",cat 5,O60.3,1,644.20
O61,Tentativo fallito di induzione del travaglio di parto,cat 3,O60-O75,0,ND
O61.0,Tentativo fallito di induzione medica del travaglio di parto,cat 4,O61,0,ND
O61.00,"Tentativo fallito di induzione medica del travaglio di parto, condizione o complicazione anteparto",cat 5,O61.0,1,659.13
O61.02,"Tentativo fallito di induzione medica del travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O61.0,1,659.11
O61.09,"Tentativo fallito di induzione medica del travaglio di parto, episodio di cura non specificato",cat 5,O61.0,1,659.10
O61.1,Tentativo fallito di induzione strumentale del travaglio di parto,cat 4,O61,0,ND
O61.10,"Tentativo fallito di induzione strumentale del travaglio di parto, condizione o complicazione anteparto",cat 5,O61.1,1,659.03
O61.12,"Tentativo fallito di induzione strumentale del travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O61.1,1,659.01
O61.19,"Tentativo fallito di induzione strumentale del travaglio di parto, episodio di cura non specificato",cat 5,O61.1,1,659.00
O61.8,Altro tentativo fallito di induzione del travaglio di parto,cat 4,O61,0,ND
O61.80,"Altro tentativo fallito di induzione del travaglio di parto, condizione o complicazione anteparto",cat 5,O61.8,1,659.13
O61.82,"Altro tentativo fallito di induzione del travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O61.8,1,659.11
O61.89,"Altro tentativo fallito di induzione del travaglio di parto, episodio di cura non specificato",cat 5,O61.8,1,659.10
O61.9,"Tentativo fallito di induzione del travaglio di parto, non specificato",cat 4,O61,0,ND
O61.90,"Tentativo fallito di induzione del travaglio di parto, non specificato, condizione o complicazione anteparto",cat 5,O61.9,1,659.13
O61.92,"Tentativo fallito di induzione del travaglio di parto, non specificato, parto, con o senza menzione della condizione anteparto",cat 5,O61.9,1,659.11
O61.99,"Tentativo fallito di induzione del travaglio di parto, non specificato, episodio di cura non specificato",cat 5,O61.9,1,659.10
O62,Anomalie delle forze propulsive del travaglio di parto,cat 3,O60-O75,0,ND
O62.0,Inerzia uterina primitiva,cat 4,O62,0,ND
O62.00,"Inerzia uterina primitiva, condizione o complicazione anteparto",cat 5,O62.0,1,661.03
O62.02,"Inerzia uterina primitiva, parto, con o senza menzione della condizione anteparto",cat 5,O62.0,1,661.01
O62.09,"Inerzia uterina primitiva, episodio di cura non specificato",cat 5,O62.0,1,661.00
O62.1,Inerzia uterina secondaria,cat 4,O62,0,ND
O62.10,"Inerzia uterina secondaria, condizione o complicazione anteparto",cat 5,O62.1,1,661.13
O62.12,"Inerzia uterina secondaria, parto, con o senza menzione della condizione anteparto",cat 5,O62.1,1,661.11
O62.19,"Inerzia uterina secondaria, episodio di cura non specificato",cat 5,O62.1,1,661.10
O62.2,Altra forma di inerzia uterina,cat 4,O62,0,ND
O62.20,"Altra forma di inerzia uterina, condizione o complicazione anteparto",cat 5,O62.2,1,661.23
O62.22,"Altra forma di inerzia uterina, parto, con o senza menzione della condizione anteparto",cat 5,O62.2,1,661.21
O62.29,"Altra forma di inerzia uterina, episodio di cura non specificato",cat 5,O62.2,1,661.20
O62.3,Travaglio precipitoso,cat 4,O62,0,ND
O62.30,"Travaglio precipitoso, condizione o complicazione anteparto",cat 5,O62.3,1,661.33
O62.32,"Travaglio precipitoso, parto, con o senza menzione della condizione anteparto",cat 5,O62.3,1,661.31
O62.39,"Travaglio precipitoso, episodio di cura non specificato",cat 5,O62.3,1,661.30
O62.4,"Contrazioni uterine ipertoniche, incoordinate e prolungate",cat 4,O62,0,ND
O62.40,"Contrazioni uterine ipertoniche, incoordinate e prolungate, condizione o complicazione anteparto",cat 5,O62.4,1,661.43
O62.42,"Contrazioni uterine ipertoniche, incoordinate e prolungate, parto, con o senza menzione della condizione anteparto",cat 5,O62.4,1,661.41
O62.49,"Contrazioni uterine ipertoniche, incoordinate e prolungate, episodio di cura non specificato",cat 5,O62.4,1,661.40
O62.8,Altre anomalie delle forze propulsive del travaglio di parto,cat 4,O62,1,661.91
O62.9,Anomalia non specificata delle forze propulsive del travaglio di parto,cat 4,O62,0,ND
O62.90,"Anomalia non specificata delle forze propulsive del travaglio di parto, condizione o complicazione anteparto",cat 5,O62.9,1,661.93
O62.92,"Anomalia non specificata delle forze propulsive del travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O62.9,1,661.91
O62.99,"Anomalia non specificata delle forze propulsive del travaglio di parto, episodio di cura non specificato",cat 5,O62.9,1,661.90
O63,Travaglio di parto prolungato,cat 3,O60-O75,0,ND
O63.0,Prolungamento del primo stadio [periodo dilatativo] (del travaglio di parto),cat 4,O63,0,ND
O63.00,"Prolungamento del primo stadio [periodo dilatativo] (del travaglio di parto), condizione o complicazione anteparto",cat 5,O63.0,1,662.03
O63.02,"Prolungamento del primo stadio [periodo dilatativo] (del travaglio di parto), parto, con o senza menzione della condizione anteparto",cat 5,O63.0,1,662.01
O63.09,"Prolungamento del primo stadio [periodo dilatativo] (del travaglio di parto), episodio di cura non specificato",cat 5,O63.0,1,662.00
O63.1,Prolungamento del secondo stadio [periodo espulsivo] (del travaglio di parto),cat 4,O63,0,ND
O63.10,"Prolungamento del secondo stadio [periodo espulsivo] (del travaglio di parto), condizione o complicazione anteparto",cat 5,O63.1,1,662.23
O63.12,"Prolungamento del secondo stadio [periodo espulsivo] (del travaglio di parto), parto, con o senza menzione della condizione anteparto",cat 5,O63.1,1,662.21
O63.19,"Prolungamento del secondo stadio [periodo espulsivo] (del travaglio di parto), episodio di cura non specificato",cat 5,O63.1,1,662.20
O63.2,"Espulsione ritardata del secondo gemello, del terzo gemello, ecc.",cat 4,O63,0,ND
O63.20,"Espulsione ritardata del secondo gemello, del terzo gemello, ecc., condizione o complicazione anteparto",cat 5,O63.2,1,662.33
O63.22,"Espulsione ritardata del secondo gemello, del terzo gemello, ecc., parto, con o senza menzione della condizione anteparto",cat 5,O63.2,1,662.31
O63.29,"Espulsione ritardata del secondo gemello, del terzo gemello, ecc., episodio di cura non specificato",cat 5,O63.2,1,662.30
O63.9,"Travaglio prolungato, non specificato",cat 4,O63,0,ND
O63.90,"Travaglio prolungato, non specificato, condizione o complicazione anteparto",cat 5,O63.9,1,662.13
O63.92,"Travaglio prolungato, non specificato, parto, con o senza menzione della condizione anteparto",cat 5,O63.9,1,662.11
O63.99,"Travaglio prolungato, non specificato, episodio di cura non specificato",cat 5,O63.9,1,662.10
O64,Distocìa in travaglio di parto da posizione o presentazione anomala del feto,cat 3,O60-O75,0,ND
O64.0,Distocìa in travaglio di parto da incompleta rotazione della testa fetale,cat 4,O64,0,ND
O64.00,"Distocìa in travaglio di parto da incompleta rotazione della testa fetale, condizione o complicazione anteparto",cat 5,O64.0,1,660.33
O64.02,"Distocìa in travaglio di parto da incompleta rotazione della testa fetale, parto, con o senza menzione della condizione anteparto",cat 5,O64.0,1,660.31
O64.09,"Distocìa in travaglio di parto da incompleta rotazione della testa fetale, episodio di cura non specificato",cat 5,O64.0,1,660.30
O64.1,Distocìa in travaglio di parto da presentazione podalica,cat 4,O64,0,ND
O64.10,"Distocìa in travaglio di parto da presentazione podalica, condizione o complicazione anteparto",cat 5,O64.1,1,660.03
O64.12,"Distocìa in travaglio di parto da presentazione podalica, parto, con o senza menzione della condizione anteparto",cat 5,O64.1,1,660.01
O64.19,"Distocìa in travaglio di parto da presentazione podalica, episodio di cura non specificato",cat 5,O64.1,1,660.00
O64.2,Distocìa in travaglio di parto da presentazione di faccia,cat 4,O64,0,ND
O64.20,"Distocìa in travaglio di parto da presentazione di faccia, condizione o complicazione anteparto",cat 5,O64.2,1,660.03
O64.22,"Distocìa in travaglio di parto da presentazione di faccia, parto, con o senza menzione della condizione anteparto",cat 5,O64.2,1,660.01
O64.29,"Distocìa in travaglio di parto da presentazione di faccia, episodio di cura non specificato",cat 5,O64.2,1,660.00
O64.3,Distocìa in travaglio di parto da presentazione di fronte,cat 4,O64,0,ND
O64.30,"Distocìa in travaglio di parto da presentazione di fronte, condizione o complicazione anteparto",cat 5,O64.3,1,660.03
O64.32,"Distocìa in travaglio di parto da presentazione di fronte, parto, con o senza menzione della condizione anteparto",cat 5,O64.3,1,660.01
O64.39,"Distocìa in travaglio di parto da presentazione di fronte, episodio di cura non specificato",cat 5,O64.3,1,660.00
O64.4,Distocìa in travaglio di parto da presentazione di spalla,cat 4,O64,0,ND
O64.40,"Distocìa in travaglio di parto da presentazione di spalla, condizione o complicazione anteparto",cat 5,O64.4,1,660.03
O64.42,"Distocìa in travaglio di parto da presentazione di spalla, parto, con o senza menzione della condizione anteparto",cat 5,O64.4,1,660.01
O64.49,"Distocìa in travaglio di parto da presentazione di spalla, episodio di cura non specificato",cat 5,O64.4,1,660.00
O64.5,Distocìa in travaglio di parto da presentazione composta,cat 4,O64,0,ND
O64.50,"Distocìa in travaglio di parto da presentazione composta, condizione o complicazione anteparto",cat 5,O64.5,1,660.03
O64.52,"Distocìa in travaglio di parto da presentazione composta, parto, con o senza menzione della condizione anteparto",cat 5,O64.5,1,660.01
O64.59,"Distocìa in travaglio di parto da presentazione composta, episodio di cura non specificato",cat 5,O64.5,1,660.00
O64.8,Distocìa in travaglio di parto da altra posizione o presentazione anomala,cat 4,O64,0,ND
O64.80,"Distocìa in travaglio di parto da altra posizione o presentazione anomala, condizione o complicazione anteparto",cat 5,O64.8,1,660.03
O64.82,"Distocìa in travaglio di parto da altra posizione o presentazione anomala, parto, con o senza menzione della condizione anteparto",cat 5,O64.8,1,660.01
O64.89,"Distocìa in travaglio di parto da altra posizione o presentazione anomala, episodio di cura non specificato",cat 5,O64.8,1,660.00
O64.9,"Distocìa in travaglio di parto da presentazione o posizione anomala, non specificata",cat 4,O64,0,ND
O64.90,"Distocìa in travaglio di parto da presentazione o posizione anomala, non specificata, condizione o complicazione anteparto",cat 5,O64.9,1,660.03
O64.92,"Distocìa in travaglio di parto da presentazione o posizione anomala, non specificata, parto, con o senza menzione della condizione anteparto",cat 5,O64.9,1,660.01
O64.99,"Distocìa in travaglio di parto da presentazione o posizione anomala, non specificata, episodio di cura non specificato",cat 5,O64.9,1,660.00
O65,Distocìa in travaglio di parto da anomalia pelvica della madre,cat 3,O60-O75,0,ND
O65.0,Distocìa in travaglio di parto da deformità pelvica,cat 4,O65,0,ND
O65.00,"Distocìa in travaglio di parto da deformità pelvica, condizione o complicazione anteparto",cat 5,O65.0,1,660.13
O65.02,"Distocìa in travaglio di parto da deformità pelvica, parto, con o senza menzione della condizione anteparto",cat 5,O65.0,1,660.11
O65.09,"Distocìa in travaglio di parto da deformità pelvica, episodio di cura non specificato",cat 5,O65.0,1,660.10
O65.1,Distocìa in travaglio di parto da restringimento diffuso pelvico,cat 4,O65,0,ND
O65.10,"Distocìa in travaglio di parto da restringimento diffuso pelvico, condizione o complicazione anteparto",cat 5,O65.1,1,660.13
O65.12,"Distocìa in travaglio di parto da restringimento diffuso pelvico, parto, con o senza menzione della condizione anteparto",cat 5,O65.1,1,660.11
O65.19,"Distocìa in travaglio di parto da restringimento diffuso pelvico, episodio di cura non specificato",cat 5,O65.1,1,660.10
O65.2,Distocìa in travaglio di parto da restringimento dello stretto superiore della pelvi,cat 4,O65,0,ND
O65.20,"Distocìa in travaglio di parto da restringimento dello stretto superiore della pelvi, condizione o complicazione anteparto",cat 5,O65.2,1,660.13
O65.22,"Distocìa in travaglio di parto da restringimento dello stretto superiore della pelvi, parto, con o senza menzione della condizione anteparto",cat 5,O65.2,1,660.11
O65.29,"Distocìa in travaglio di parto da restringimento dello stretto superiore della pelvi, episodio di cura non specificato",cat 5,O65.2,1,660.10
O65.3,Distocìa in travaglio di parto da restringimento dello stretto inferiore e della cavità media della pelvi,cat 4,O65,0,ND
O65.30,"Distocìa in travaglio di parto da restringimento dello stretto inferiore e della cavità media della pelvi, condizione o complicazione anteparto",cat 5,O65.3,1,660.13
O65.32,"Distocìa in travaglio di parto da restringimento dello stretto inferiore e della cavità media della pelvi, parto, con o senza menzione della condizione anteparto",cat 5,O65.3,1,660.11
O65.39,"Distocìa in travaglio di parto da restringimento dello stretto inferiore e della cavità media della pelvi, episodio di cura non specificato",cat 5,O65.3,1,660.10
O65.4,"Distocìa in travaglio di parto da sproporzione fetopelvica, non specificata",cat 4,O65,0,ND
O65.40,"Distocìa in travaglio di parto da sproporzione fetopelvica, non specificata, condizione o complicazione anteparto",cat 5,O65.4,1,660.13
O65.42,"Distocìa in travaglio di parto da sproporzione fetopelvica, non specificata, parto, con o senza menzione della condizione anteparto",cat 5,O65.4,1,660.11
O65.49,"Distocìa in travaglio di parto da sproporzione fetopelvica, non specificata, episodio di cura non specificato",cat 5,O65.4,1,660.10
O65.5,Distocìa in travaglio di parto da anomalie di organi pelvici della madre,cat 4,O65,0,ND
O65.50,"Distocìa in travaglio di parto da anomalie di organi pelvici della madre, condizione o complicazione anteparto",cat 5,O65.5,1,660.23
O65.52,"Distocìa in travaglio di parto da anomalie di organi pelvici della madre, parto, con o senza menzione della condizione anteparto",cat 5,O65.5,1,660.21
O65.59,"Distocìa in travaglio di parto da anomalie di organi pelvici della madre, episodio di cura non specificato",cat 5,O65.5,1,660.20
O65.8,Distocìa in travaglio di parto da altre anomalie pelviche della madre,cat 4,O65,0,ND
O65.80,"Distocìa in travaglio di parto da altre anomalie pelviche della madre, condizione o complicazione anteparto",cat 5,O65.8,1,660.23
O65.82,"Distocìa in travaglio di parto da altre anomalie pelviche della madre, parto, con o senza menzione della condizione anteparto",cat 5,O65.8,1,660.21
O65.89,"Distocìa in travaglio di parto da altre anomalie pelviche della madre, episodio di cura non specificato",cat 5,O65.8,1,660.20
O65.9,"Distocìa in travaglio di parto da anomalia pelvica della madre, non specificata",cat 4,O65,0,ND
O65.90,"Distocìa in travaglio di parto da anomalia pelvica della madre, non specificata, condizione o complicazione anteparto",cat 5,O65.9,1,660.23
O65.92,"Distocìa in travaglio di parto da anomalia pelvica della madre, non specificata, parto, con o senza menzione della condizione anteparto",cat 5,O65.9,1,660.21
O65.99,"Distocìa in travaglio di parto da anomalia pelvica della madre, non specificata, episodio di cura non specificato",cat 5,O65.9,1,660.20
O66,Altra distocìa in travaglio di parto,cat 3,O60-O75,0,ND
O66.0,Distocìa di spalla in travaglio di parto,cat 4,O66,0,ND
O66.00,"Distocìa di spalla in travaglio di parto, condizione o complicazione anteparto",cat 5,O66.0,1,660.43
O66.02,"Distocìa di spalla in travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O66.0,1,660.41
O66.09,"Distocìa di spalla in travaglio di parto, episodio di cura non specificato",cat 5,O66.0,1,660.40
O66.1,Distocìa in travaglio di parto da locked twins,cat 4,O66,0,ND
O66.10,"Distocìa in travaglio di parto da locked twins, condizione o complicazione anteparto",cat 5,O66.1,1,660.53
O66.12,"Distocìa in travaglio di parto da locked twins, parto, con o senza menzione della condizione anteparto",cat 5,O66.1,1,660.51
O66.19,"Distocìa in travaglio di parto da locked twins, episodio di cura non specificato",cat 5,O66.1,1,660.50
O66.2,Distocìa in travaglio di parto da feto eccezionalmente grande,cat 4,O66,0,ND
O66.20,"Distocìa in travaglio di parto da feto eccezionalmente grande, condizione o complicazione anteparto",cat 5,O66.2,1,660.13
O66.22,"Distocìa in travaglio di parto da feto eccezionalmente grande, parto, con o senza menzione della condizione anteparto",cat 5,O66.2,1,660.11
O66.29,"Distocìa in travaglio di parto da feto eccezionalmente grande, episodio di cura non specificato",cat 5,O66.2,1,660.10
O66.3,Distocìa in travaglio di parto da altre anomalie del feto,cat 4,O66,0,ND
O66.30,"Distocìa in travaglio di parto da altre anomalie del feto, condizione o complicazione anteparto",cat 5,O66.3,1,660.13
O66.32,"Distocìa in travaglio di parto da altre anomalie del feto, parto, con o senza menzione della condizione anteparto",cat 5,O66.3,1,660.11
O66.39,"Distocìa in travaglio di parto da altre anomalie del feto, episodio di cura non specificato",cat 5,O66.3,1,660.10
O66.4,"Tentativo fallito di parto di prova per via vaginale, non specificato",cat 4,O66,0,ND
O66.40,"Tentativo fallito di parto di prova per via vaginale, non specificato, condizione o complicazione anteparto",cat 5,O66.4,1,660.63
O66.42,"Tentativo fallito di parto di prova per via vaginale, non specificato, parto, con o senza menzione della condizione anteparto",cat 5,O66.4,1,660.61
O66.49,"Tentativo fallito di parto di prova per via vaginale, non specificato, episodio di cura non specificato",cat 5,O66.4,1,660.60
O66.5,"Tentativo fallito di applicazione di ventosa ostetrica e forcipe, non specificato",cat 4,O66,0,ND
O66.50,"Tentativo fallito di applicazione di ventosa ostetrica e forcipe, non specificato, condizione o complicazione anteparto",cat 5,O66.5,1,660.73
O66.52,"Tentativo fallito di applicazione di ventosa ostetrica e forcipe, non specificato, parto, con o senza menzione della condizione anteparto",cat 5,O66.5,1,660.71
O66.59,"Tentativo fallito di applicazione di ventosa ostetrica e forcipe, non specificato, episodio di cura non specificato",cat 5,O66.5,1,660.70
O66.8,Altra distocìa specificata in travaglio di parto,cat 4,O66,0,ND
O66.80,"Altra distocìa specificata in travaglio di parto, condizione o complicazione anteparto",cat 5,O66.8,1,660.83
O66.82,"Altra distocìa specificata in travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O66.8,1,660.81
O66.89,"Altra distocìa specificata in travaglio di parto, episodio di cura non specificato",cat 5,O66.8,1,660.80
O66.9,Distocìa non specificata in travaglio di parto,cat 4,O66,0,ND
O66.90,"Distocìa non specificata in travaglio di parto, condizione o complicazione anteparto",cat 5,O66.9,1,660.93
O66.92,"Distocìa non specificata in travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O66.9,1,660.91
O66.99,"Distocìa non specificata in travaglio di parto, episodio di cura non specificato",cat 5,O66.9,1,660.90
O67,"Travaglio e parto complicati da emorragia intraparto, non classificata altrove",cat 3,O60-O75,0,ND
O67.0,Emorragia intraparto con difetto di coagulazione,cat 4,O67,1,641.31
O67.8,Altra emorragia intraparto,cat 4,O67,0,ND
O67.80,"Altra emorragia intraparto, condizione o complicazione anteparto",cat 5,O67.8,1,641.83
O67.82,"Altra emorragia intraparto, parto, con o senza menzione della condizione anteparto",cat 5,O67.8,1,641.81
O67.89,"Altra emorragia intraparto, episodio di cura non specificato",cat 5,O67.8,1,641.80
O67.9,"Emorragia intraparto, non specificata",cat 4,O67,0,ND
O67.90,"Emorragia intraparto, non specificata, condizione o complicazione anteparto",cat 5,O67.9,1,641.93
O67.92,"Emorragia intraparto, non specificata, parto, con o senza menzione della condizione anteparto",cat 5,O67.9,1,641.91
O67.99,"Emorragia intraparto, non specificata, episodio di cura non specificato",cat 5,O67.9,1,641.90
O68,Travaglio e parto complicati da sofferenza [distress] fetale,cat 3,O60-O75,0,ND
O68.0,Travaglio e parto complicati da anomalia del ritmo cardiaco fetale,cat 4,O68,0,ND
O68.00,"Travaglio e parto complicati da anomalia del ritmo cardiaco fetale, condizione o complicazione anteparto",cat 5,O68.0,1,659.73
O68.02,"Travaglio e parto complicati da anomalia del ritmo cardiaco fetale, parto, con o senza menzione della condizione anteparto",cat 5,O68.0,1,659.71
O68.09,"Travaglio e parto complicati da anomalia del ritmo cardiaco fetale, episodio di cura non specificato",cat 5,O68.0,1,659.70
O68.1,Travaglio e parto complicati da presenza di meconio nel liquido amniotico,cat 4,O68,0,ND
O68.10,"Travaglio e parto complicati da presenza di meconio nel liquido amniotico, condizione o complicazione anteparto",cat 5,O68.1,1,656.83
O68.12,"Travaglio e parto complicati da presenza di meconio nel liquido amniotico, parto, con o senza menzione della condizione anteparto",cat 5,O68.1,1,656.81
O68.19,"Travaglio e parto complicati da presenza di meconio nel liquido amniotico, episodio di cura non specificato",cat 5,O68.1,1,656.80
O68.2,Travaglio e parto complicati da anomalia del ritmo cardiaco fetale e con presenza di meconio nel liquido amniotico,cat 4,O68,0,ND
O68.20,"Travaglio e parto complicati da anomalia del ritmo cardiaco fetale e con presenza di meconio nel liquido amniotico, condizione o complicazione anteparto",cat 5,O68.2,1,659.73
O68.22,"Travaglio e parto complicati da anomalia del ritmo cardiaco fetale e con presenza di meconio nel liquido amniotico, parto, con o senza menzione della condizione anteparto",cat 5,O68.2,1,659.71
O68.29,"Travaglio e parto complicati da anomalia del ritmo cardiaco fetale e con presenza di meconio nel liquido amniotico, episodio di cura non specificato",cat 5,O68.2,1,659.70
O68.3,Travaglio e parto complicati da segni biochimici di sofferenza fetale,cat 4,O68,0,ND
O68.30,"Travaglio e parto complicati da segni biochimici di sofferenza fetale, condizione o complicazione anteparto",cat 5,O68.3,1,656.33
O68.32,"Travaglio e parto complicati da segni biochimici di sofferenza fetale, parto, con o senza menzione della condizione anteparto",cat 5,O68.3,1,656.31
O68.39,"Travaglio e parto complicati da segni biochimici di sofferenza fetale, episodio di cura non specificato",cat 5,O68.3,1,656.30
O68.8,Travaglio e parto complicati da altri segni di sofferenza fetale,cat 4,O68,0,ND
O68.80,"Travaglio e parto complicati da altri segni di sofferenza fetale, condizione o complicazione anteparto",cat 5,O68.8,1,656.83
O68.82,"Travaglio e parto complicati da altri segni di sofferenza fetale, parto, con o senza menzione della condizione anteparto",cat 5,O68.8,1,656.81
O68.89,"Travaglio e parto complicati da altri segni di sofferenza fetale, episodio di cura non specificato",cat 5,O68.8,1,656.80
O68.9,Travaglio e parto complicati da sofferenza fetale non specificata,cat 4,O68,0,ND
O68.90,"Travaglio e parto complicati da sofferenza fetale non specificata, condizione o complicazione anteparto",cat 5,O68.9,1,656.93
O68.92,"Travaglio e parto complicati da sofferenza fetale non specificata, parto, con o senza menzione della condizione anteparto",cat 5,O68.9,1,656.91
O68.99,"Travaglio e parto complicati da sofferenza fetale non specificata, episodio di cura non specificato",cat 5,O68.9,1,656.90
O69,Travaglio e parto complicati da anomalie del cordone ombelicale,cat 3,O60-O75,0,ND
O69.0,Travaglio e parto complicati da prolasso del cordone ombelicale,cat 4,O69,0,ND
O69.00,"Travaglio e parto complicati da prolasso del cordone ombelicale, condizione o complicazione anteparto",cat 5,O69.0,1,663.03
O69.02,"Travaglio e parto complicati da prolasso del cordone ombelicale, parto, con o senza menzione della condizione anteparto",cat 5,O69.0,1,663.01
O69.09,"Travaglio e parto complicati da prolasso del cordone ombelicale, episodio di cura non specificato",cat 5,O69.0,1,663.00
O69.1,"Travaglio e parto complicati da cordone ombelicale attorno al collo, con compressione",cat 4,O69,0,ND
O69.10,"Travaglio e parto complicati da cordone ombelicale attorno al collo, con compressione, condizione o complicazione anteparto",cat 5,O69.1,1,663.13
O69.12,"Travaglio e parto complicati da cordone ombelicale attorno al collo, con compressione, parto, con o senza menzione della condizione anteparto",cat 5,O69.1,1,663.11
O69.19,"Travaglio e parto complicati da cordone ombelicale attorno al collo, con compressione, episodio di cura non specificato",cat 5,O69.1,1,663.10
O69.2,"Travaglio e parto complicati da altro attorcigliamento del cordone ombelicale, con compressione",cat 4,O69,0,ND
O69.20,"Travaglio e parto complicati da altro attorcigliamento del cordone ombelicale, con compressione, condizione o complicazione anteparto",cat 5,O69.2,1,663.23
